id,name,text,trans
0000000000000,手毬,いろいろなゲームがありますが、\nあまり惹かれませんね。,虽然有很多种游戏，\n但我都不太感兴趣呢。
0000000000000,手毬,あ……\nあれ、音楽のゲームですよね。,啊……\n咦，是音乐游戏对吧？
0000000000000,{user},音ゲーですね。,是音游呢。
0000000000000,手毬,リズム感があればいいと聞きました。\nやってみます。,听说只要节奏感好就行。\n我要试试看。
select,,やってみましょう,来玩玩看吧
select,,やめて\nおきましょう,还是别玩\n比较好吧
0000000000000,手毬,プロデューサー、見てて。,制作人，看我的。
0000000000000,{user},少なくともオーディションが終わる\nまではやめておきましょう。,至少在试镜结束前\n还是别玩比较好。
0000000000000,{user},月村さんがはまってしまうと、\n支障が出ますから。,要是月村小姐沉迷的话，\n会影响工作的。
0000000000000,手毬,そ、そんなにはまらないです！,才、才不会那么沉迷呢！
0000000000000,{user},いえ、ストイックな月村さんが\nはまると、そうなります。,不，以月村小姐的执着性格，\n一旦沉迷就会那样的。
0000000000000,手毬,はまらないってば！,都说了不会沉迷啦！
info,adv_pevent_001_ttmr_activity_017-01.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
