id,name,text,trans
0000000000000,広,プロデューサー、どうだった？,制作人，感觉怎么样？
0000000000000,{user},合格でしたよ。おめでとうございます。,合格了哦。恭喜你。
0000000000000,広,今日、競い合った人たち、\n強敵だった。,今天同台竞技的人们\n都是强敌啊。
0000000000000,広,ぎりぎりの勝負だった。,真是险胜。
0000000000000,広,こういうの……いい、ね。,这种感觉……不错，呢。
0000000000000,広,刺激的。,很刺激。
0000000000000,広,ゆっくり、じっくり、身体を鍛えて……\n体調を整えて……,慢慢地、踏实地锻炼身体……\n调整好状态……
0000000000000,広,すこしずつレッスンができるように\nなって……,终于能逐渐开始\n参加训练了……
0000000000000,広,やっと、ようやく、アイドルとして……\nステージに立てるようになった。,总算、终于、能作为偶像……\n站上舞台了。
0000000000000,広,他のアイドルたちと、\n競争できるように、なった。,现在也能和其他偶像\n同台竞演了。
0000000000000,広,うれしい、な。,真开心啊。
0000000000000,{user},オーディションで競い合うのは、\nとてもいいことです……が。,通过选拔赛互相竞争\n是件很好的事……不过。
0000000000000,{user},大事な仕事が待っていますよ。,还有重要的工作在等着呢。
0000000000000,広,うん……わたしを応援してくれる、\n変わり者の人たちに……,嗯……要去见见\n那些支持着我的
0000000000000,広,会いにいく。,出发吧。
info,adv_pstory_002_shro_after-audition-b-normal-03.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
