id,name,text,trans
0000000000000,佑芽,あ、エアホッケーがあります！,啊，这里有空气曲棍球！
0000000000000,佑芽,プロデューサーさん、\nやりましょう！　ぜひ！,制作人先生\n我们来玩吧！一定要哦！
0000000000000,{user},エアホッケー、\n好きなんですか？,你很喜欢\n空气曲棍球吗？
0000000000000,佑芽,すっごく前に、お姉ちゃんと\n対戦したことがあるんです。,很久以前\n我曾经和姐姐对战过呢
0000000000000,佑芽,ぜんっぜん勝てなかったので、\n練習させてください！,完全打不过她\n请让我练习一下吧！
select,,相手に\nなりましょう,我来当你的\n对手吧
select,,苦手なんです,这个我不太擅长
0000000000000,佑芽,ふっふっふ……\nよろしくお願いしますっ！,哼哼哼……\n请多指教啦！
0000000000000,{user},練習相手として\n不足かもしれません。,作为练习对手\n我可能不太够格
0000000000000,佑芽,そっかあ。\n苦手ならしょうがないですね。,这样啊\n不擅长的话也没办法呢
0000000000000,佑芽,それじゃあ気を取り直して、\n別ので遊びましょう！,那我们打起精神\n玩别的游戏吧！
0000000000000,佑芽,ダンスゲームなんかどうですかっ！,跳舞机之类的怎么样！
info,adv_pevent_001_hume_activity_017-01.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
