id,name,text,trans
0000000000000,咲季,ただいま、プロデューサー！,我回来啦，制作人！
0000000000000,{user},おかえりなさい、咲季さん。\n素晴らしいライブでしたね。,欢迎回来，咲季小姐。\n刚才的演出真是太棒了。
0000000000000,咲季,まぁね～♪,那当然啦～♪
0000000000000,{user},ところで。大事な\nお客様が待っていますよ。,对了……有位重要的\n客人正等着你呢。
0000000000000,咲季,えっ？　――あ！？,咦？——啊！？
0000000000000,佑芽,むすー……,哼……
0000000000000,咲季,う、佑芽……まだ怒ってるの？,佑、佑芽……你还在生气啊？
0000000000000,佑芽,怒ってる。,很生气。
0000000000000,咲季,なんで！？　わたしなんっにも\n悪くないじゃない！,为什么！？我又没做错\n什么事！
0000000000000,佑芽,あたし以外の人にお姉ちゃんって\n慕われて、でれでれしてた。,因为看到别人喊你姐姐\n你就得意忘形了。
0000000000000,咲季,してないわよ！！,我才没有！！
0000000000000,佑芽,あの後、ずーっと……\nぽーっとしてたじゃん。,之后你一直……\n都在发呆不是吗。
0000000000000,咲季,あ、あれは、直前に言われたことが\n気になってて……,那、那是因为上台前\n有人对我说了句话……
0000000000000,佑芽,直前に言われたことって？,上台前说了什么？
0000000000000,燐羽,あなた、メッキなんてない方が素敵よ。,你呀，不戴那些假面反而更迷人哦。
0000000000000,咲季,……言いたくない。,……不想说。
0000000000000,佑芽,ホラなんかアヤしい～～～～～～～！,看吧果然有猫腻～～～～～～～！
0000000000000,咲季,も～！　どうしたら\n機嫌を直してくれるのよ～！,真是的！到底要怎样\n你才肯消气嘛～！
0000000000000,佑芽,決まってるよ！,这还用说！
0000000000000,佑芽,約束通り『FINALE』で\nあたしと勝負して！,按照约定在『FINALE』\n和我一决胜负！
0000000000000,佑芽,あたしに勝ったら、許す。,要是赢了我，就原谅你。
0000000000000,咲季,あら、なぁんだ。そんなことでいいの？,哎呀，就这事儿？
0000000000000,佑芽,むかっ……もう勝った気でいるな～！,可恶……你这就觉得自己赢定了是吧～！
0000000000000,咲季,だってわたし、あなたに勝った\nやつに勝ったもの。,毕竟我可是打败了\n打败你的人呢。
0000000000000,佑芽,うぐぅっ！？,呜咕！？
0000000000000,咲季,つまぁり、あなたとわたしの間には、\n大きな実力差があるってこと！,也就是说，我们之间\n存在着巨大的实力差距！
0000000000000,佑芽,ぐぐぐ……ッ！\nあのときのあたしとは、違うよ！,唔唔唔……！\n现在的我已经不一样了！
0000000000000,咲季,なら、それを実力で証明しなさい。,那就用实力来证明吧。
0000000000000,咲季,お姉ちゃんが、受けて立ってあげる！,姐姐我奉陪到底！
0000000000000,佑芽,言われなくてもっ！！,不用你说我也会的！！
0000000000000,佑芽,今度こそあたしが勝って――,这次我一定要赢——
0000000000000,佑芽,あたしと仲直りしてもらうからね♪,然后和你和好如初♪
0000000000000,咲季,――と、そんな感じで。お姉ちゃん風を\n吹かせてしまったわけだけど。,——就是这样。一不小心\n就摆起姐姐架子了。
0000000000000,咲季,……どう思う？　プロデューサー。,……你觉得呢，制作人？
0000000000000,{user},集めたデータによると花海さんには、\n『ある大きな特徴』がありますね。,根据收集的数据，花海小姐\n有个『显著特点』呢。
0000000000000,咲季,薄々なにを言うのかわかったけど……\n続きを聞かせてくれる？,大概猜到你要说什么了……\n能详细说说吗？
0000000000000,{user},咲季さんと勝負するときだけ\nさらにパワーアップします。,只有在和咲季小姐比赛时\n她的实力会爆发性增长。
0000000000000,咲季,知ってる～～～～～～～～～～～～！,这个我当然知道～～～～～～～！
0000000000000,咲季,はぁ……そこがいいんだけどね。,唉……不过这点也很可爱啦。
0000000000000,咲季,プロデューサー、次の目標は\n『FINALE』よ。,制作人，下一个目标就是\n『FINALE』哦。
0000000000000,咲季,覚悟を決めて、進みましょう。,让我们全力以赴前进吧。
info,adv_dear_hski_017.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
