id,name,text,trans
0000000000000,{user},お疲れ様でした、倉本さんは……,辛苦了，仓本小姐你……
0000000000000,{user},合格です。素晴らしい結果でしたね。,合格了。真是出色的成绩呢。
0000000000000,千奈,はいぃぃっ！！,太好啦！！
0000000000000,千奈,本当に……本当に……\n素晴らしい結果ですわ！,真的……真的……\n这个成绩太棒了！
0000000000000,千奈,先生もこんなに褒めてくださって……\nまるで夢のよう！,连老师都这么夸奖我……\n简直像做梦一样！
0000000000000,千奈,はっ……！　\nま、まさか本当に夢なのでは！？,啊……！\n该、该不会真的是在做梦吧！？
0000000000000,千奈,どうしましょう先生！？　わたくし\nアイドルを夢見るあまり、,怎么办啊老师！？我\n可能因为太想当偶像了，
0000000000000,千奈,都合の良い夢を\n見ているのかもしれませんわ！,才会做这么\n如意的美梦！
select,,控え室では\nお静かに,休息室里\n请保持安静
select,,手の甲を\nつねりましょうか？,要掐一下\n手背试试吗？
select,,夢でもいいじゃ\nないですか,就算是梦\n也不错啊
0000000000000,千奈,はぅぅ……！　\n申し訳ございません……！,呜哇……！\n非常抱歉……！
0000000000000,千奈,こ、これは夢ではなく現実ですわ……\nだって先生が甘くありませんもの！,这、这不是梦而是现实……\n因为老师一点都不温柔嘛！
0000000000000,{user},……イヤな判別の仕方ですね。,……这种判断方式还真让人伤心呢。
0000000000000,千奈,ふぅ……ふぅ……現実だとわかったら、\nさらに嬉しさがこみ上げてきましたわ。,呼……呼……知道是现实后，\n反而更加开心了。
0000000000000,千奈,先生！　この喜びを思いっきり\n表現してもよろしいでしょうか！！,老师！我可以尽情地\n表达这份喜悦吗！！
0000000000000,{user},――お静かに。,——请安静。
0000000000000,千奈,申し訳ございませぇん……！,非常抱歉……！
0000000000000,千奈,はいっ、喜んでぇ！,好的，我很乐意！
0000000000000,千奈,どうぞ、わたくしの頬を……\nぎゅーっとお願いいたしますわ！,请、请捏我的脸颊……\n用力捏也没关系！
0000000000000,{user},軽率にアイドルの顔を\n差し出さないように。,不要随便把偶像的脸\n伸过来。
0000000000000,{user},手の甲だと言ったでしょう。,我说的是手背吧。
0000000000000,千奈,ふふふっ――\n先生、くすぐったいですわぁ。,呵呵——\n老师，好痒啊。
0000000000000,千奈,――はっ！　ということは！　\n夢ではありませんのねっ！,——啊！也就是说！\n这不是梦对吧！
0000000000000,千奈,ふふ……ふふふふっ……,呵呵……呵呵呵……
0000000000000,千奈,先生っ、わたくし、今日、\nほんの少しだけ――,老师，我觉得今天\n自己稍微——
0000000000000,千奈,立派なアイドルに\n近づけた気がいたしますわ！,离优秀偶像\n又近了一步呢！
0000000000000,千奈,そんなぁ～～～～～～～！,怎么这样～～～～～～～！
0000000000000,千奈,どうしてそんなヒドイことを\nおっしゃいますの、先生っ。,为什么要说\n这么过分的话，老师！
0000000000000,{user},もしもこれが\n倉本さんの夢だったなら、,如果这真的是\n仓本小姐的梦，
0000000000000,{user},目覚めた後で、もう一度\n同じことをすればいいだけです。,醒来之后\n再重现一次就行了。
0000000000000,千奈,そんな簡単におっしゃらないで\nくださいませ。わたくしですのよ？,请不要说得这么轻松。\n这可是我啊？
0000000000000,{user},……そんな堂々と\nおっしゃらないでください。,……请不要这么\n理直气壮地说。
0000000000000,{user},意識が当初と変わっていない\nじゃないですか。,你的意识\n和最初完全没变嘛。
0000000000000,千奈,……おや、先生と話していたら、,……哎呀，和老师说着话，
0000000000000,千奈,なんだか夢じゃないような\n気がしてきましたわ。,总觉得不像是\n在做梦了呢。
0000000000000,{user},現実ですからね。,因为这就是现实啊。
0000000000000,千奈,やっぱり！　もぉ～せんせぇ～？　\n早く教えてくださいませぇ～♪,果然！真是的～老师～？\n快告诉我嘛～♪
0000000000000,{user},と、そんな会話をしていることも\n含めて、夢かもしれませんよ？,说不定连这段对话\n都包含在梦里哦？
0000000000000,千奈,えぇぇぇ！？　頭が\nこんがらがってきましたわ～～！,诶诶诶！？我的脑袋\n都要乱成一团啦～～！
info,adv_pstory_001_kcna_after-audition-mid-normal-02.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
