id,name,text,trans
0000000000000,ことね,あのぉ……プロデューサー。\n……大事な話がありましてぇ。,那个……制作人先生。\n我有重要的事情想说……
0000000000000,ことね,ちょっとだけ、いいですか？,可以占用你一点点时间吗？
0000000000000,ことね,その……改めてこんなこと言うの、\n恥ずかしいんですけどぉ。,那个……重新说这种话\n让人好难为情啊……
0000000000000,ことね,ありがとね。,谢谢你。
0000000000000,ことね,あたし、プロデューサーに会って、\n人生が変わったと思う。,我觉得遇见制作人之后\n我的人生彻底改变了。
0000000000000,ことね,ずっと、誰からも期待されてこなかった\nあたしを認めてくれて。,你认可了从来没有人\n期待过的我。
0000000000000,ことね,ずっと……何度も、何度も、\n才能あるぞって、言い続けてくれて。,一直……一次又一次地\n对我说“你很有才能”。
0000000000000,ことね,だめなところも、ばかなところも\nたくさん見せちゃったのに……,明明让你看到了\n我那么多缺点和犯傻的样子……
0000000000000,ことね,ずっと見捨てず、一緒にいてくれて。,却从来没有抛弃我
0000000000000,ことね,プロデューサーは、いつだって、\nあたしを褒めてくれました。,制作人总是\n在夸奖我呢。
0000000000000,ことね,自分自身からも信じてもらえなかった\nあたしを、信じてくれました。,连我自己都无法相信的自己\n你却始终相信着。
0000000000000,ことね,夢を、応援してくれました。,为我的梦想加油。
0000000000000,{user},当然です。藤田ことねの――,这是理所当然的。因为我是藤田琴音的——
select,,ファンですから,粉丝啊
select,,プロデューサー\nですから,制作人\n啊
0000000000000,ことね,知ってますよ。,我知道的啦。
0000000000000,ことね,プロデューサーが、あたしのこと……\nだぁ～～い好きだって！,制作人你啊……\n超～～级喜欢我的对吧！
0000000000000,ことね,初めて会ったあの時から……\nちっとも変わりませんよね。,从第一次见面那天起……\n就完全没变过呢。
0000000000000,ことね,そーゆー言い方、\n距離を感じるぅ～。,这种说法\n让人感觉好疏远啊～
0000000000000,ことね,あたしのこと、\n超々々々だーい好きなくせにぃ。,明明你超级无敌\n喜欢我的说。
0000000000000,ことね,初めて会ったあの時から、\nそーゆートコありますよねぇ。,从第一次见面那天起\n就有这种感觉了呢。
0000000000000,ことね,あたしはこんなに、変わったのに。,虽然我已经改变这么多了。
0000000000000,{user},たとえば、どんなところでしょう。,比如说哪些方面呢？
0000000000000,ことね,色々です。\nだけど、一番変わったのは――――,很多很多啦。\n不过最大的改变是————
0000000000000,ことね,…………へへ、秘密でぇ～す。,…………嘿嘿，保密哦～
0000000000000,ことね,ね、プロデューサー。,呐，制作人。
0000000000000,ことね,あたしぃ、夢をちょっぴりだ～け、\n更新しようと思うんです。,我想稍微\n更新一下我的梦想。
0000000000000,ことね,あたしの新しい夢は――,我的新梦想是——
0000000000000,ことね,「お金を稼げるアイドル」じゃなくて。\n「トップアイドル」でもなくて。,不再是“能赚钱的偶像”\n也不是“顶级偶像”。
0000000000000,ことね,世界一のアイドルになって、\n超大金持ちになることですっ！！,要成为世界第一的偶像\n然后变成超级大富豪！！
0000000000000,ことね,こーんなに可愛くてぇ、めちゃ才能ある\nあたしなら、やれると思いません？,像我这么可爱又超有才华的人\n一定能做到的对吧？
0000000000000,{user},最初からそう言っていましたよ。,你从一开始就是这么说的啊。
0000000000000,ことね,でっすよねー♪,对吧～♪
0000000000000,ことね,……………………………………,……………………………………
0000000000000,ことね,あの……あたし、あたしね……？,那个……我……我呢……？
0000000000000,ことね,えっと……その……\nプロデューサーのこと……,那个……就是……\n制作人你……
0000000000000,ことね,すっごく、すっごく……,我超级、超级……
0000000000000,ことね,おカネと同じくらい好きですよ～っ♡,和喜欢钱一样喜欢你哦～♡
0000000000000,ことね,なのでぇ、これからも、\nよろしくお願いしまーっす！,所以呢～今后也请\n多多关照啦！
info,adv_pstory_001_fktn_ending-true-01.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
